0,1
250,3
500,2
750,3
1000,5
1250,5
1500,6
1750,6
2000,6
2250,9
2500,9
2750,8
3000,11
3250,11
3500,10
3750,10
4000,11
4250,9
4500,10
4750,13
5000,13
5250,12
5500,17
5750,16
6000,16
6250,17
6500,18
6750,17
7000,19
7250,19
7500,19
7750,20
8000,19
8250,21
8500,20
8750,21
9000,21
9250,21
9500,21
9750,22
10000,23
10250,22
10500,22
10750,23
11000,24
11250,24
