0,1
250,4
500,3
750,4
1000,5
1250,5
1500,5
1750,6
2000,6
2250,6
2500,6
2750,6
3000,6
3250,7
3500,8
3750,9
4000,9
4250,8
4500,9
4750,9
5000,11
5250,11
5500,12
5750,13
6000,13
6250,13
6500,14
6750,16
7000,17
7250,18
7500,19
7750,19
8000,20
8250,19
8500,19
8750,20
9000,21
9250,21
9500,20
9750,22
10000,21
10250,23
10500,23
10750,23
11000,23
11250,23
